Source Name	Characteristics[OperatorVariation]	Characteristics[DataSource]	Characteristics[4 meta-groups]	Characteristics[15 meta-groups]	Characteristics[369 groups]	Characteristics[groups with 10 and more replicates]	Characteristics[Blood/NonBlood meta-groups]	Characteristics[Organism]	Characteristics[OrganismPart]	Characteristics[CellType]	Characteristics[CellLine]	Characteristics[DiseaseState]	Characteristics[DevelopmentalStage]	Characteristics[DiseaseStage]	Characteristics[Sex]	Characteristics[Age]	Characteristics[Generalization 6 on reduced data]	Labeled Extract Name	Label	Hybridization Name	Array Design REF	Array Data File	Comment [ArrayExpress FTP file]	Protocol REF	Derived Array Data Matrix File	Comment [Derived ArrayExpress FTP file]	Factor Value[4 meta-groups]	Factor Value[15 meta-groups]	Factor Value[369 groups]	Factor Value[Blood-NonBlood meta-groups]	Factor Value[6 meta-groups]	Factor Value[4 groups from blood to incompletely diff]	Factor Value[96 groups]
GSM23384.CEL	"Garrett,,Frampton"	GSE1417	cell line	solid tissue neoplasm cell line	HeLa cervical adenocarcinoma	HeLa cervical adenocarcinoma	non blood	Homo sapiens	cervix	  	HeLa	cervical carcinoma	  	  	  	  	cell line	GSM23384.CEL_L	biotin	GSM23384.CEL	A-AFFY-33	GSM23384.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.raw.64.zip	P-MTAB-2072	hgu133a_rma_okFiles_080619_MAGETAB.csv	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.processed.2.zip	cell line	solid tissue neoplasm cell line	HeLa cervical adenocarcinoma	non blood	cell line	the rest	HeLa cervical adenocarcinoma
GSM23385.CEL	"Nikolai,N.,Khodarev"	GSE1420	normal	normal solid tissue	esophagus epithelium	  	non blood	Homo sapiens	esophagus	esophageal epithelium	  	  	  	  	  	  	  	GSM23385.CEL_L	biotin	GSM23385.CEL	A-AFFY-33	GSM23385.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.raw.54.zip	P-MTAB-2072	hgu133a_rma_okFiles_080619_MAGETAB.csv	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.processed.2.zip	normal	normal solid tissue	esophagus epithelium	non blood	  	the rest	    
GSM23386.CEL	"Nikolai,N.,Khodarev"	GSE1420	normal	normal solid tissue	esophagus epithelium	  	non blood	Homo sapiens	esophagus	esophageal epithelium	  	  	  	  	  	  	  	GSM23386.CEL_L	biotin	GSM23386.CEL	A-AFFY-33	GSM23386.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.raw.54.zip	P-MTAB-2072	hgu133a_rma_okFiles_080619_MAGETAB.csv	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.processed.2.zip	normal	normal solid tissue	esophagus epithelium	non blood	  	the rest	    
GSM23387.CEL	"Nikolai,N.,Khodarev"	GSE1420	normal	normal solid tissue	esophagus epithelium	  	non blood	Homo sapiens	esophagus	esophageal epithelium	  	  	  	  	  	  	  	GSM23387.CEL_L	biotin	GSM23387.CEL	A-AFFY-33	GSM23387.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.raw.54.zip	P-MTAB-2072	hgu133a_rma_okFiles_080619_MAGETAB.csv	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.processed.2.zip	normal	normal solid tissue	esophagus epithelium	non blood	  	the rest	    
GSM23389.CEL	"Nikolai,N.,Khodarev"	GSE1420	normal	normal solid tissue	esophagus epithelium	  	non blood	Homo sapiens	esophagus	esophageal epithelium	  	  	  	  	  	  	  	GSM23389.CEL_L	biotin	GSM23389.CEL	A-AFFY-33	GSM23389.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.raw.54.zip	P-MTAB-2072	hgu133a_rma_okFiles_080619_MAGETAB.csv	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.processed.2.zip	normal	normal solid tissue	esophagus epithelium	non blood	  	the rest	    
GSM23390.CEL	"Nikolai,N.,Khodarev"	GSE1420	normal	normal solid tissue	esophagus epithelium	  	non blood	Homo sapiens	esophagus	esophageal epithelium	  	  	  	  	  	  	  	GSM23390.CEL_L	biotin	GSM23390.CEL	A-AFFY-33	GSM23390.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.raw.54.zip	P-MTAB-2072	hgu133a_rma_okFiles_080619_MAGETAB.csv	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.processed.2.zip	normal	normal solid tissue	esophagus epithelium	non blood	  	the rest	    
GSM23391.CEL	"Nikolai,N.,Khodarev"	GSE1420	normal	normal solid tissue	esophagus epithelium	  	non blood	Homo sapiens	esophagus	esophageal epithelium	  	  	  	  	  	  	  	GSM23391.CEL_L	biotin	GSM23391.CEL	A-AFFY-33	GSM23391.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.raw.54.zip	P-MTAB-2072	hgu133a_rma_okFiles_080619_MAGETAB.csv	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.processed.2.zip	normal	normal solid tissue	esophagus epithelium	non blood	  	the rest	    
GSM23392.CEL	"Nikolai,N.,Khodarev"	GSE1420	normal	normal solid tissue	esophagus epithelium	  	non blood	Homo sapiens	esophagus	esophageal epithelium	  	  	  	  	  	  	  	GSM23392.CEL_L	biotin	GSM23392.CEL	A-AFFY-33	GSM23392.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.raw.54.zip	P-MTAB-2072	hgu133a_rma_okFiles_080619_MAGETAB.csv	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.processed.2.zip	normal	normal solid tissue	esophagus epithelium	non blood	  	the rest	    
GSM23395.CEL	"Nikolai,N.,Khodarev"	GSE1420	disease	solid tissue non neoplastic disease	esophagus Barretts	  	non blood	Homo sapiens	esophagus	  	  	barretts esophagus	  	  	  	  	  	GSM23395.CEL_L	biotin	GSM23395.CEL	A-AFFY-33	GSM23395.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.raw.53.zip	P-MTAB-2072	hgu133a_rma_okFiles_080619_MAGETAB.csv	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.processed.2.zip	disease	solid tissue non neoplastic disease	esophagus Barretts	non blood	  	the rest	    
GSM23396.CEL	"Nikolai,N.,Khodarev"	GSE1420	disease	solid tissue non neoplastic disease	esophagus Barretts	  	non blood	Homo sapiens	esophagus	  	  	barretts esophagus	  	  	  	  	  	GSM23396.CEL_L	biotin	GSM23396.CEL	A-AFFY-33	GSM23396.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.raw.54.zip	P-MTAB-2072	hgu133a_rma_okFiles_080619_MAGETAB.csv	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.processed.2.zip	disease	solid tissue non neoplastic disease	esophagus Barretts	non blood	  	the rest	    
GSM23397.CEL	"Nikolai,N.,Khodarev"	GSE1420	disease	solid tissue non neoplastic disease	esophagus Barretts	  	non blood	Homo sapiens	esophagus	  	  	barretts esophagus	  	  	  	  	  	GSM23397.CEL_L	biotin	GSM23397.CEL	A-AFFY-33	GSM23397.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.raw.54.zip	P-MTAB-2072	hgu133a_rma_okFiles_080619_MAGETAB.csv	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.processed.2.zip	disease	solid tissue non neoplastic disease	esophagus Barretts	non blood	  	the rest	    
GSM23398.CEL	"Nikolai,N.,Khodarev"	GSE1420	disease	solid tissue non neoplastic disease	esophagus Barretts	  	non blood	Homo sapiens	esophagus	esophageal epithelium	  	barretts esophagus	  	  	  	  	  	GSM23398.CEL_L	biotin	GSM23398.CEL	A-AFFY-33	GSM23398.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.raw.54.zip	P-MTAB-2072	hgu133a_rma_okFiles_080619_MAGETAB.csv	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.processed.2.zip	disease	solid tissue non neoplastic disease	esophagus Barretts	non blood	  	the rest	    
GSM23399.CEL	"Nikolai,N.,Khodarev"	GSE1420	disease	solid tissue non neoplastic disease	esophagus Barretts	  	non blood	Homo sapiens	esophagus	esophageal epithelium	  	barretts esophagus	  	  	  	  	  	GSM23399.CEL_L	biotin	GSM23399.CEL	A-AFFY-33	GSM23399.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.raw.54.zip	P-MTAB-2072	hgu133a_rma_okFiles_080619_MAGETAB.csv	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.processed.2.zip	disease	solid tissue non neoplastic disease	esophagus Barretts	non blood	  	the rest	    
GSM23401.CEL	"Nikolai,N.,Khodarev"	GSE1420	disease	solid tissue non neoplastic disease	esophagus Barretts	  	non blood	Homo sapiens	esophagus	  	  	barretts esophagus	  	  	  	  	  	GSM23401.CEL_L	biotin	GSM23401.CEL	A-AFFY-33	GSM23401.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.raw.53.zip	P-MTAB-2072	hgu133a_rma_okFiles_080619_MAGETAB.csv	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.processed.2.zip	disease	solid tissue non neoplastic disease	esophagus Barretts	non blood	  	the rest	    
GSM23402.CEL	"Nikolai,N.,Khodarev"	GSE1420	disease	solid tissue non neoplastic disease	esophagus Barretts	  	non blood	Homo sapiens	esophagus	  	  	barretts esophagus	  	  	  	  	  	GSM23402.CEL_L	biotin	GSM23402.CEL	A-AFFY-33	GSM23402.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.raw.54.zip	P-MTAB-2072	hgu133a_rma_okFiles_080619_MAGETAB.csv	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.processed.2.zip	disease	solid tissue non neoplastic disease	esophagus Barretts	non blood	  	the rest	    
GSM23413.CEL	"Nikolai,N.,Khodarev"	GSE1420	neoplasm	non breast carcinoma	esophageal adenocarcinoma	  	non blood	Homo sapiens	esophagus	  	  	adenocarcinoma	  	  	  	  	  	GSM23413.CEL_L	biotin	GSM23413.CEL	A-AFFY-33	GSM23413.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.raw.53.zip	P-MTAB-2072	hgu133a_rma_okFiles_080619_MAGETAB.csv	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.processed.2.zip	neoplasm	non breast carcinoma	esophageal adenocarcinoma	non blood	  	the rest	    
GSM23419.CEL	"Nikolai,N.,Khodarev"	GSE1420	neoplasm	non breast carcinoma	esophageal adenocarcinoma	  	non blood	Homo sapiens	esophagus	esophageal epithelium	  	adenocarcinoma	  	  	  	  	  	GSM23419.CEL_L	biotin	GSM23419.CEL	A-AFFY-33	GSM23419.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.raw.53.zip	P-MTAB-2072	hgu133a_rma_okFiles_080619_MAGETAB.csv	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.processed.2.zip	neoplasm	non breast carcinoma	esophageal adenocarcinoma	non blood	  	the rest	    
GSM23422.CEL	"Nikolai,N.,Khodarev"	GSE1420	neoplasm	non breast carcinoma	esophageal adenocarcinoma	  	non blood	Homo sapiens	esophagus	  	  	adenocarcinoma	  	  	  	  	  	GSM23422.CEL_L	biotin	GSM23422.CEL	A-AFFY-33	GSM23422.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.raw.53.zip	P-MTAB-2072	hgu133a_rma_okFiles_080619_MAGETAB.csv	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.processed.2.zip	neoplasm	non breast carcinoma	esophageal adenocarcinoma	non blood	  	the rest	    
GSM23424.CEL	"Nikolai,N.,Khodarev"	GSE1420	neoplasm	non breast carcinoma	esophageal adenocarcinoma	  	non blood	Homo sapiens	esophagus	  	  	adenocarcinoma	  	  	  	  	  	GSM23424.CEL_L	biotin	GSM23424.CEL	A-AFFY-33	GSM23424.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.raw.53.zip	P-MTAB-2072	hgu133a_rma_okFiles_080619_MAGETAB.csv	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.processed.2.zip	neoplasm	non breast carcinoma	esophageal adenocarcinoma	non blood	  	the rest	    
GSM23425.CEL	"Nikolai,N.,Khodarev"	GSE1420	neoplasm	non breast carcinoma	esophageal adenocarcinoma	  	non blood	Homo sapiens	esophagus	  	  	adenocarcinoma	  	  	  	  	  	GSM23425.CEL_L	biotin	GSM23425.CEL	A-AFFY-33	GSM23425.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.raw.53.zip	P-MTAB-2072	hgu133a_rma_okFiles_080619_MAGETAB.csv	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.processed.2.zip	neoplasm	non breast carcinoma	esophageal adenocarcinoma	non blood	  	the rest	    
GSM23427.CEL	"Nikolai,N.,Khodarev"	GSE1420	neoplasm	non breast carcinoma	esophageal adenocarcinoma	  	non blood	Homo sapiens	esophagus	  	  	adenocarcinoma	  	  	  	  	  	GSM23427.CEL_L	biotin	GSM23427.CEL	A-AFFY-33	GSM23427.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.raw.53.zip	P-MTAB-2072	hgu133a_rma_okFiles_080619_MAGETAB.csv	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.processed.2.zip	neoplasm	non breast carcinoma	esophageal adenocarcinoma	non blood	  	the rest	    
GSM24611.CEL	"Myeong,S,Lee"	GSE1460	normal	normal solid tissue	thymocyte	thymocyte	non blood	Homo sapiens	thymus	CD3intCD4+CD8+ thymocyte	  	  	fetus	  	  	  	hematopoietic system	GSM24611.CEL_L	biotin	GSM24611.CEL	A-AFFY-33	GSM24611.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.raw.116.zip	P-MTAB-2072	hgu133a_rma_okFiles_080619_MAGETAB.csv	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.processed.2.zip	normal	normal solid tissue	thymocyte	non blood	hematopoietic system	the rest	thymocyte
GSM24652.CEL	"Marco,,Crimi"	GSE1462	disease	solid tissue non neoplastic disease	skeletal muscle diseased	skeletal muscle diseased	non blood	Homo sapiens	skeletal muscle	  	  	mitochondrial disorder	  	  	  	  	muscle	GSM24652.CEL_L	biotin	GSM24652.CEL	A-AFFY-33	GSM24652.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.raw.109.zip	P-MTAB-2072	hgu133a_rma_okFiles_080619_MAGETAB.csv	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.processed.2.zip	disease	solid tissue non neoplastic disease	skeletal muscle diseased	non blood	muscle	the rest	skeletal muscle diseased
GSM24653.CEL	"Marco,,Crimi"	GSE1462	disease	solid tissue non neoplastic disease	skeletal muscle diseased	skeletal muscle diseased	non blood	Homo sapiens	skeletal muscle	  	  	mitochondrial disorder	  	  	  	  	muscle	GSM24653.CEL_L	biotin	GSM24653.CEL	A-AFFY-33	GSM24653.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.raw.109.zip	P-MTAB-2072	hgu133a_rma_okFiles_080619_MAGETAB.csv	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.processed.2.zip	disease	solid tissue non neoplastic disease	skeletal muscle diseased	non blood	muscle	the rest	skeletal muscle diseased
GSM24654.CEL	"Marco,,Crimi"	GSE1462	disease	solid tissue non neoplastic disease	skeletal muscle diseased	skeletal muscle diseased	non blood	Homo sapiens	skeletal muscle	  	  	mitochondrial disorder	  	  	  	  	muscle	GSM24654.CEL_L	biotin	GSM24654.CEL	A-AFFY-33	GSM24654.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.raw.108.zip	P-MTAB-2072	hgu133a_rma_okFiles_080619_MAGETAB.csv	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.processed.2.zip	disease	solid tissue non neoplastic disease	skeletal muscle diseased	non blood	muscle	the rest	skeletal muscle diseased
GSM24655.CEL	"Marco,,Crimi"	GSE1462	disease	solid tissue non neoplastic disease	skeletal muscle diseased	skeletal muscle diseased	non blood	Homo sapiens	skeletal muscle	  	  	mitochondrial disorder	  	  	  	  	muscle	GSM24655.CEL_L	biotin	GSM24655.CEL	A-AFFY-33	GSM24655.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.raw.109.zip	P-MTAB-2072	hgu133a_rma_okFiles_080619_MAGETAB.csv	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.processed.2.zip	disease	solid tissue non neoplastic disease	skeletal muscle diseased	non blood	muscle	the rest	skeletal muscle diseased
GSM24656.CEL	"Marco,,Crimi"	GSE1462	disease	solid tissue non neoplastic disease	skeletal muscle diseased	skeletal muscle diseased	non blood	Homo sapiens	skeletal muscle	  	  	mitochondrial disorder	  	  	  	  	muscle	GSM24656.CEL_L	biotin	GSM24656.CEL	A-AFFY-33	GSM24656.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.raw.109.zip	P-MTAB-2072	hgu133a_rma_okFiles_080619_MAGETAB.csv	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.processed.2.zip	disease	solid tissue non neoplastic disease	skeletal muscle diseased	non blood	muscle	the rest	skeletal muscle diseased
GSM24658.CEL	"Marco,,Crimi"	GSE1462	disease	solid tissue non neoplastic disease	skeletal muscle diseased	skeletal muscle diseased	non blood	Homo sapiens	skeletal muscle	  	  	mitochondrial disorder	  	  	  	  	muscle	GSM24658.CEL_L	biotin	GSM24658.CEL	A-AFFY-33	GSM24658.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.raw.109.zip	P-MTAB-2072	hgu133a_rma_okFiles_080619_MAGETAB.csv	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.processed.2.zip	disease	solid tissue non neoplastic disease	skeletal muscle diseased	non blood	muscle	the rest	skeletal muscle diseased
GSM24659.CEL	"Marco,,Crimi"	GSE1462	disease	solid tissue non neoplastic disease	skeletal muscle diseased	skeletal muscle diseased	non blood	Homo sapiens	skeletal muscle	  	  	mitochondrial disorder	  	  	  	  	muscle	GSM24659.CEL_L	biotin	GSM24659.CEL	A-AFFY-33	GSM24659.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.raw.109.zip	P-MTAB-2072	hgu133a_rma_okFiles_080619_MAGETAB.csv	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.processed.2.zip	disease	solid tissue non neoplastic disease	skeletal muscle diseased	non blood	muscle	the rest	skeletal muscle diseased
GSM24660.CEL	"Marco,,Crimi"	GSE1462	disease	solid tissue non neoplastic disease	skeletal muscle diseased	skeletal muscle diseased	non blood	Homo sapiens	skeletal muscle	  	  	mitochondrial disorder	  	  	  	  	muscle	GSM24660.CEL_L	biotin	GSM24660.CEL	A-AFFY-33	GSM24660.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.raw.109.zip	P-MTAB-2072	hgu133a_rma_okFiles_080619_MAGETAB.csv	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.processed.2.zip	disease	solid tissue non neoplastic disease	skeletal muscle diseased	non blood	muscle	the rest	skeletal muscle diseased
GSM24663.CEL	"Marco,,Crimi"	GSE1462	disease	solid tissue non neoplastic disease	skeletal muscle diseased	skeletal muscle diseased	non blood	Homo sapiens	skeletal muscle	  	  	mitochondrial disorder	  	  	  	  	muscle	GSM24663.CEL_L	biotin	GSM24663.CEL	A-AFFY-33	GSM24663.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.raw.108.zip	P-MTAB-2072	hgu133a_rma_okFiles_080619_MAGETAB.csv	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.processed.2.zip	disease	solid tissue non neoplastic disease	skeletal muscle diseased	non blood	muscle	the rest	skeletal muscle diseased
GSM24664.CEL	"Marco,,Crimi"	GSE1462	disease	solid tissue non neoplastic disease	skeletal muscle diseased	skeletal muscle diseased	non blood	Homo sapiens	skeletal muscle	  	  	mitochondrial disorder	  	  	  	  	muscle	GSM24664.CEL_L	biotin	GSM24664.CEL	A-AFFY-33	GSM24664.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.raw.109.zip	P-MTAB-2072	hgu133a_rma_okFiles_080619_MAGETAB.csv	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.processed.2.zip	disease	solid tissue non neoplastic disease	skeletal muscle diseased	non blood	muscle	the rest	skeletal muscle diseased
GSM24665.CEL	"Marco,,Crimi"	GSE1462	disease	solid tissue non neoplastic disease	skeletal muscle diseased	skeletal muscle diseased	non blood	Homo sapiens	skeletal muscle	  	  	mitochondrial disorder	  	  	  	  	muscle	GSM24665.CEL_L	biotin	GSM24665.CEL	A-AFFY-33	GSM24665.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.raw.108.zip	P-MTAB-2072	hgu133a_rma_okFiles_080619_MAGETAB.csv	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.processed.2.zip	disease	solid tissue non neoplastic disease	skeletal muscle diseased	non blood	muscle	the rest	skeletal muscle diseased
GSM24666.CEL	"Marco,,Crimi"	GSE1462	disease	solid tissue non neoplastic disease	skeletal muscle diseased	skeletal muscle diseased	non blood	Homo sapiens	skeletal muscle	  	  	mitochondrial disorder	  	  	  	  	muscle	GSM24666.CEL_L	biotin	GSM24666.CEL	A-AFFY-33	GSM24666.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.raw.109.zip	P-MTAB-2072	hgu133a_rma_okFiles_080619_MAGETAB.csv	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.processed.2.zip	disease	solid tissue non neoplastic disease	skeletal muscle diseased	non blood	muscle	the rest	skeletal muscle diseased
GSM26287.CEL	"Per-Arne,,Svensson"	GSE1518	cell line	non neoplastic cell line	umbilical vein endothelial cell	umbilical vein endothelial cell	non blood	Homo sapiens	umbilical vein	umbilical vein endothelial cell	cultured	  	  	  	  	  	solid tissue	GSM26287.CEL_L	biotin	GSM26287.CEL	A-AFFY-33	GSM26287.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.raw.118.zip	P-MTAB-2072	hgu133a_rma_okFiles_080619_MAGETAB.csv	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.processed.2.zip	cell line	non neoplastic cell line	umbilical vein endothelial cell	non blood	solid tissue	the rest	umbilical vein endothelial cell
GSM26288.CEL	"Per-Arne,,Svensson"	GSE1518	cell line	non neoplastic cell line	umbilical vein endothelial cell	umbilical vein endothelial cell	non blood	Homo sapiens	umbilical vein	umbilical vein endothelial cell	cultured	  	  	  	  	  	solid tissue	GSM26288.CEL_L	biotin	GSM26288.CEL	A-AFFY-33	GSM26288.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.raw.118.zip	P-MTAB-2072	hgu133a_rma_okFiles_080619_MAGETAB.csv	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.processed.2.zip	cell line	non neoplastic cell line	umbilical vein endothelial cell	non blood	solid tissue	the rest	umbilical vein endothelial cell
GSM26289.CEL	"Per-Arne,,Svensson"	GSE1518	cell line	non neoplastic cell line	umbilical vein endothelial cell	umbilical vein endothelial cell	non blood	Homo sapiens	umbilical vein	umbilical vein endothelial cell	cultured	  	  	  	  	  	solid tissue	GSM26289.CEL_L	biotin	GSM26289.CEL	A-AFFY-33	GSM26289.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.raw.119.zip	P-MTAB-2072	hgu133a_rma_okFiles_080619_MAGETAB.csv	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.processed.2.zip	cell line	non neoplastic cell line	umbilical vein endothelial cell	non blood	solid tissue	the rest	umbilical vein endothelial cell
